,call_type,latitude,longitude
122,Medical Incident,37.7452189152,-122.4174839041
123,Medical Incident,37.783730040900004,-122.41375367049999
125,Medical Incident,37.7642993402,-122.418551436
127,Medical Incident,37.7757636996,-122.4757505364
128,Medical Incident,37.7949460514,-122.4291558531
131,Medical Incident,37.785743987800004,-122.4058310124
132,Medical Incident,37.7329556348,-122.38759080610001
133,Medical Incident,37.752197646599996,-122.39747771100001
134,Medical Incident,37.7830075655,-122.4458584856
135,Medical Incident,37.774870173000004,-122.3944170718
136,Medical Incident,37.7860048266,-122.39507725879999
138,Medical Incident,37.7740948567,-122.42000143700001
141,Medical Incident,37.7293017724,-122.3908767766
142,Medical Incident,37.7830075655,-122.4458584856
144,Medical Incident,37.7582822732,-122.49079820950001
145,Medical Incident,37.7091138555,-122.4318301442
146,Medical Incident,37.7627293201,-122.4229584256
147,Medical Incident,37.7558415592,-122.4017799314
150,Medical Incident,37.733029700900005,-122.4342263393
151,Medical Incident,37.7233590978,-122.40190248959999
154,Medical Incident,37.783838518,-122.41377551209999
155,Medical Incident,37.787755918,-122.40097535379999
156,Medical Incident,37.7992048615,-122.4401324648
158,Medical Incident,37.7801303745,-122.4098714499
159,Medical Incident,37.7365449384,-122.4223235834
160,Medical Incident,37.7991684349,-122.41742828
161,Medical Incident,37.7408919761,-122.4658290219
162,Medical Incident,37.7642993402,-122.418551436
163,Medical Incident,37.7599536347,-122.437183555
164,Medical Incident,37.7807191769,-122.4153156165
166,Medical Incident,37.7843455365,-122.40778514610001
167,Medical Incident,37.7800009983,-122.44165850530001
168,Medical Incident,37.7856643632,-122.4597544184
170,Medical Incident,37.725816945300004,-122.4029169759
172,Medical Incident,37.7643732097,-122.41747849149999
173,Medical Incident,37.778832315900004,-122.41564248790002
175,Medical Incident,37.7819139744,-122.413032194
179,Medical Incident,37.7088536077,-122.4051094551
181,Medical Incident,37.7444274975,-122.4086903068
182,Medical Incident,37.7877566203,-122.4130557133
183,Medical Incident,37.775558161300005,-122.4186585835
184,Medical Incident,37.7861172118,-122.4198542457
187,Medical Incident,37.775558161300005,-122.4186585835
195,Medical Incident,37.7546409372,-122.41860177950001
197,Medical Incident,37.774041344000004,-122.42318803219999
200,Medical Incident,37.7642361189,-122.4196598424
201,Medical Incident,37.783260386100004,-122.4183661542
204,Medical Incident,37.777825484299996,-122.4715031873
206,Medical Incident,37.7795310847,-122.41354254870001
207,Medical Incident,37.725816945300004,-122.4029169759
209,Medical Incident,37.7859419707,-122.4080127303
210,Medical Incident,37.7818654473,-122.41428534639999
211,Medical Incident,37.7935385959,-122.3928891458
212,Medical Incident,37.7814739416,-122.42068958120001
214,Medical Incident,37.7798612849,-122.389590697
215,Medical Incident,37.7889556111,-122.4178258294
216,Medical Incident,37.7808662105,-122.42880323799999
217,Medical Incident,37.7702426019,-122.4296382165
218,Medical Incident,37.7757636996,-122.4757505364
219,Medical Incident,37.7969551635,-122.3989082133
220,Medical Incident,37.7621376266,-122.43624180549999
222,Medical Incident,37.7818654473,-122.41428534639999
223,Medical Incident,37.75730761,-122.4066198027
224,Medical Incident,37.7800379524,-122.48580757479999
225,Medical Incident,37.7851111082,-122.4145920383
227,Medical Incident,37.769075751799996,-122.420788636
228,Medical Incident,37.763102976199995,-122.4663146686
229,Medical Incident,37.7818654473,-122.41428534639999
231,Medical Incident,37.780971182399995,-122.408708675
235,Medical Incident,37.778446046,-122.4995914349
236,Medical Incident,37.7757636996,-122.4757505364
237,Medical Incident,37.7599536347,-122.437183555
238,Medical Incident,37.753004031399996,-122.4063362406
239,Medical Incident,37.7830520026,-122.42001027030001
240,Medical Incident,37.7815063666,-122.40793286819999
241,Medical Incident,37.7796660426,-122.4137112207
242,Medical Incident,37.7495740888,-122.47622795049999
243,Medical Incident,37.7945266519,-122.4113640455
245,Medical Incident,37.7599536347,-122.437183555
246,Medical Incident,37.7885472962,-122.4143743707
247,Medical Incident,37.7831634271,-122.4115992789
248,Medical Incident,37.776508037,-122.41445776459999
249,Medical Incident,37.732322103200005,-122.3783849922
250,Medical Incident,37.7752714298,-122.4660187122
251,Medical Incident,37.7759261336,-122.4245790824
253,Medical Incident,37.7759261336,-122.4245790824
254,Medical Incident,37.7709133373,-122.4203049943
255,Medical Incident,37.7757636996,-122.4757505364
258,Medical Incident,37.7773216007,-122.44911600290001
259,Medical Incident,37.7470284894,-122.43151345540001
264,Medical Incident,37.7642993402,-122.418551436
269,Medical Incident,37.7819139744,-122.413032194
271,Medical Incident,37.7949460514,-122.4291558531
272,Medical Incident,37.7696796386,-122.4499420408
273,Medical Incident,37.7907373942,-122.41987274040001
274,Medical Incident,37.7811192122,-122.41259697059999
276,Medical Incident,37.7806621042,-122.4228979244
278,Medical Incident,37.7337140341,-122.3805885469
279,Medical Incident,37.7621376266,-122.43624180549999
280,Medical Incident,37.783730040900004,-122.41375367049999
282,Medical Incident,37.771216201,-122.43788828299999
283,Medical Incident,37.8064689105,-122.4192245025
284,Medical Incident,37.7124692035,-122.4147903444
285,Medical Incident,37.7815854031,-122.42309018879999
287,Medical Incident,37.7819139744,-122.413032194
288,Medical Incident,37.7818654473,-122.41428534639999
290,Medical Incident,37.7726267217,-122.419987275
291,Medical Incident,37.7879630908,-122.40349177639999
294,Medical Incident,37.7293017724,-122.3908767766
296,Medical Incident,37.732167224099996,-122.4212837609
297,Medical Incident,37.7872982139,-122.3944812746
299,Medical Incident,37.7856643632,-122.4597544184
302,Medical Incident,37.7853074352,-122.4742450971
303,Medical Incident,37.777624238899996,-122.3999811112
304,Medical Incident,37.7640327353,-122.5094021916
305,Medical Incident,37.7796660426,-122.4137112207
306,Medical Incident,37.7568337348,-122.4066990016
307,Medical Incident,37.731174662,-122.3816081442
308,Medical Incident,37.7869901975,-122.4106839101
310,Medical Incident,37.7804785122,-122.41251225719999
311,Medical Incident,37.75730761,-122.4066198027
312,Medical Incident,37.783838518,-122.41377551209999
314,Medical Incident,37.785787005100005,-122.4125477626
315,Medical Incident,37.7311144404,-122.3801048609
316,Medical Incident,37.7815374331,-122.40951834139999
317,Medical Incident,37.7709789357,-122.4028160111
318,Medical Incident,37.7985218994,-122.4163841591
320,Medical Incident,37.7840176843,-122.43123806530001
321,Medical Incident,37.749533534,-122.47714935190001
322,Medical Incident,37.7818654473,-122.41428534639999
323,Medical Incident,37.7731448012,-122.3914729341
324,Medical Incident,37.752239455,-122.41844527290002
325,Medical Incident,37.7481725477,-122.458695034
326,Medical Incident,37.7726267217,-122.419987275
327,Medical Incident,37.7825850333,-122.4156938721
328,Medical Incident,37.7840176843,-122.43123806530001
329,Medical Incident,37.7365449384,-122.4223235834
331,Medical Incident,37.7782410907,-122.41118480989999
332,Medical Incident,37.7367296796,-122.4248503884
334,Medical Incident,37.7932304913,-122.393181335
335,Medical Incident,37.769247063200005,-122.4269556317
336,Medical Incident,37.8019306357,-122.4125412793
337,Medical Incident,37.7975150042,-122.44715829479999
340,Medical Incident,37.7856643632,-122.4597544184
342,Medical Incident,37.7642361189,-122.4196598424
343,Medical Incident,37.7352017384,-122.43419830239999
344,Medical Incident,37.7861172118,-122.4198542457
345,Medical Incident,37.7919628054,-122.3932430144
346,Medical Incident,37.7835427821,-122.4925101856
347,Medical Incident,37.781447494,-122.4171456134
349,Medical Incident,37.7641957141,-122.4330744711
352,Medical Incident,37.7905318058,-122.4039142208
353,Medical Incident,37.7209451616,-122.47827820629999
354,Medical Incident,37.790203957399996,-122.4163928893
355,Medical Incident,37.7816051273,-122.4163362518
356,Medical Incident,37.778832315900004,-122.41564248790002
357,Medical Incident,37.764917379,-122.4218864472
358,Medical Incident,37.7525727581,-122.4129951748
359,Medical Incident,37.792823650900004,-122.3970341901
361,Medical Incident,37.7859419707,-122.4080127303
362,Medical Incident,37.7760463471,-122.4112887566
363,Medical Incident,37.7833263288,-122.44032487620001
367,Medical Incident,37.7511714346,-122.3973797703
368,Medical Incident,37.7190118677,-122.48045074950001
369,Medical Incident,37.7807191769,-122.4153156165
370,Medical Incident,37.7800379524,-122.48580757479999
371,Medical Incident,37.7519603404,-122.4363768709
372,Medical Incident,37.7861010388,-122.4180880988
373,Medical Incident,37.7878072347,-122.4192796191
375,Medical Incident,37.7808662105,-122.42880323799999
376,Medical Incident,37.7603317586,-122.5092120814
378,Medical Incident,37.7617367285,-122.4973495374
383,Medical Incident,37.7824170536,-122.4208104586
384,Medical Incident,37.7817609081,-122.415105135
386,Medical Incident,37.785787005100005,-122.4125477626
387,Medical Incident,37.7378218135,-122.4323983137
388,Medical Incident,37.7284894426,-122.4299953757
390,Medical Incident,37.7643732097,-122.41747849149999
391,Medical Incident,37.7514833141,-122.45644843219999
392,Medical Incident,37.7972477503,-122.43467923979999
393,Medical Incident,37.7696796386,-122.4499420408
394,Medical Incident,37.7731900601,-122.418236975
396,Medical Incident,37.7752714298,-122.4660187122
397,Medical Incident,37.7977792275,-122.4078279843
399,Medical Incident,37.7819139744,-122.413032194
400,Medical Incident,37.7812876871,-122.4113180554
402,Medical Incident,37.7815063666,-122.40793286819999
404,Medical Incident,37.7740948567,-122.42000143700001
405,Medical Incident,37.7730534532,-122.4186182175
406,Medical Incident,37.7876418476,-122.4034308034
410,Medical Incident,37.7202516733,-122.411475502
411,Medical Incident,37.7795310847,-122.41354254870001
415,Medical Incident,37.732167224099996,-122.4212837609
416,Medical Incident,37.7818654473,-122.41428534639999
417,Medical Incident,37.7862684417,-122.41299723590001
418,Medical Incident,37.8062749296,-122.4230092446
419,Medical Incident,37.7909686089,-122.4023804031
422,Medical Incident,37.776595244,-122.4780332767
423,Medical Incident,37.8019306357,-122.4125412793
424,Medical Incident,37.7931889329,-122.4005535158
425,Medical Incident,37.7284894426,-122.4299953757
427,Medical Incident,37.7773216007,-122.44911600290001
428,Medical Incident,37.7818654473,-122.41428534639999
429,Medical Incident,37.7843705673,-122.4388412008
430,Medical Incident,37.783310406700004,-122.38837987389999
431,Medical Incident,37.7870817887,-122.4258678201
436,Medical Incident,37.7861172118,-122.4198542457
438,Medical Incident,37.7323409564,-122.4061161983
444,Medical Incident,37.7293017724,-122.3908767766
446,Medical Incident,37.789110174899996,-122.4170168792
448,Medical Incident,37.778293562600005,-122.502945689
449,Medical Incident,37.7202516733,-122.411475502
450,Medical Incident,37.7650513382,-122.41966897389999
452,Medical Incident,37.767002028600004,-122.4221581104
453,Medical Incident,37.7815063666,-122.40793286819999
454,Medical Incident,37.7798612849,-122.389590697
455,Medical Incident,37.7992048615,-122.4401324648
459,Medical Incident,37.712464495300004,-122.4630290934
461,Medical Incident,37.7800859439,-122.3975017342
462,Medical Incident,37.7816051273,-122.4163362518
464,Medical Incident,37.780057437800004,-122.4086735404
465,Medical Incident,37.7620811129,-122.4683210041
466,Medical Incident,37.733029700900005,-122.4342263393
467,Medical Incident,37.7408919761,-122.4658290219
468,Medical Incident,37.7889556111,-122.4178258294
469,Medical Incident,37.7696796386,-122.4499420408
471,Medical Incident,37.774870173000004,-122.3944170718
473,Medical Incident,37.8054635493,-122.41441222700001
474,Medical Incident,37.717814847,-122.3914268234
476,Medical Incident,37.7606292685,-122.4126813871
477,Medical Incident,37.729193561799995,-122.3740023529
481,Medical Incident,37.7969551635,-122.3989082133
482,Medical Incident,37.7796660426,-122.4137112207
483,Medical Incident,37.7765128155,-122.4149666857
484,Medical Incident,37.7946138635,-122.4039789678
487,Medical Incident,37.7847684585,-122.4860871542
489,Medical Incident,37.7284894426,-122.4299953757
490,Medical Incident,37.7408461318,-122.427696841
491,Medical Incident,37.7863607915,-122.4156169002
492,Medical Incident,37.7778281589,-122.4249247268
495,Medical Incident,37.7824170536,-122.4208104586
500,Medical Incident,37.7444274975,-122.4086903068
501,Medical Incident,37.7915456905,-122.420036605
502,Medical Incident,37.778575196300004,-122.4284520404
504,Medical Incident,37.8072758689,-122.4156164364
505,Medical Incident,37.7812876871,-122.4113180554
508,Medical Incident,37.7784224763,-122.4334073353
509,Medical Incident,37.7854812046,-122.421203512
510,Medical Incident,37.7830549682,-122.4115772993
511,Medical Incident,37.7828450345,-122.4132217667
512,Medical Incident,37.7859419707,-122.4080127303
514,Medical Incident,37.7813981326,-122.40924544399999
517,Medical Incident,37.791801076999995,-122.3995993792
518,Medical Incident,37.778575196300004,-122.4284520404
519,Medical Incident,37.774870173000004,-122.3944170718
520,Medical Incident,37.7868986775,-122.3887794372
521,Medical Incident,37.7470284894,-122.43151345540001
522,Medical Incident,37.778446046,-122.4995914349
523,Medical Incident,37.7365449384,-122.4223235834
524,Medical Incident,37.7740926787,-122.441084426
525,Medical Incident,37.7788606855,-122.4082715885
530,Medical Incident,37.7905318058,-122.4039142208
531,Medical Incident,37.7907373942,-122.41987274040001
533,Medical Incident,37.7863607915,-122.4156169002
537,Medical Incident,37.7606292685,-122.4126813871
540,Medical Incident,37.777083464200004,-122.4169793264
541,Medical Incident,37.777624238899996,-122.3999811112
542,Medical Incident,37.712464495300004,-122.4630290934
544,Medical Incident,37.7814966331,-122.41631454290001
547,Medical Incident,37.7514833141,-122.45644843219999
548,Medical Incident,37.7969551635,-122.3989082133
549,Medical Incident,37.774196569000004,-122.5100337909
551,Medical Incident,37.7962551165,-122.40841039370001
554,Medical Incident,37.7811192122,-122.41259697059999
555,Medical Incident,37.790203957399996,-122.4163928893
557,Medical Incident,37.7905318058,-122.4039142208
558,Medical Incident,37.7892188295,-122.406842699
559,Medical Incident,37.7617367285,-122.4973495374
560,Medical Incident,37.780057437800004,-122.4086735404
563,Medical Incident,37.7817609081,-122.415105135
564,Medical Incident,37.7603317586,-122.5092120814
565,Medical Incident,37.7977792275,-122.4078279843
566,Medical Incident,37.749533534,-122.47714935190001
568,Medical Incident,37.7815345081,-122.4281353075
569,Medical Incident,37.7931889329,-122.4005535158
570,Medical Incident,37.7811808501,-122.4288359634
572,Medical Incident,37.7972703211,-122.4059152058
573,Medical Incident,37.7284894426,-122.4299953757
575,Medical Incident,37.7815739714,-122.45542879530001
577,Medical Incident,37.762278549099996,-122.41933251629999
578,Medical Incident,37.7787422074,-122.43046347020001
579,Medical Incident,37.7969551635,-122.3989082133
580,Medical Incident,37.749533534,-122.47714935190001
582,Medical Incident,37.763102976199995,-122.4663146686
583,Medical Incident,37.7815063666,-122.40793286819999
584,Medical Incident,37.7816051273,-122.4163362518
585,Medical Incident,37.7863607915,-122.4156169002
586,Medical Incident,37.7795231712,-122.4126392918
588,Medical Incident,37.7684427416,-122.4222976582
589,Medical Incident,37.7811192122,-122.41259697059999
590,Medical Incident,37.7582822732,-122.49079820950001
593,Medical Incident,37.7779227183,-122.41895116010001
594,Medical Incident,37.7851111082,-122.4145920383
597,Medical Incident,37.7868986775,-122.3887794372
598,Medical Incident,37.784916184400004,-122.41195004219999
599,Medical Incident,37.7525727581,-122.4129951748
600,Medical Incident,37.7814739416,-122.42068958120001
601,Medical Incident,37.7850811743,-122.4064977678
604,Medical Incident,37.7740926787,-122.441084426
605,Medical Incident,37.7765128155,-122.4149666857
607,Medical Incident,37.7813981326,-122.40924544399999
608,Medical Incident,37.7612904815,-122.4072554018
609,Medical Incident,37.7679924472,-122.3943915074
610,Medical Incident,37.7823375901,-122.41389135200001
613,Medical Incident,37.7352017384,-122.43419830239999
614,Medical Incident,37.7606006239,-122.39737932620001
616,Medical Incident,37.7795231712,-122.4126392918
617,Medical Incident,37.7773216007,-122.44911600290001
618,Medical Incident,37.791801076999995,-122.3995993792
619,Medical Incident,37.7881263034,-122.417657214
623,Medical Incident,37.791801076999995,-122.3995993792
624,Medical Incident,37.7969551635,-122.3989082133
625,Medical Incident,37.7702426019,-122.4296382165
626,Medical Incident,37.7378218135,-122.4323983137
627,Medical Incident,37.7640327353,-122.5094021916
628,Medical Incident,37.7824170536,-122.4208104586
629,Medical Incident,37.793420180300004,-122.40938868299999
631,Medical Incident,37.7878896128,-122.40104304459999
632,Medical Incident,37.777825484299996,-122.4715031873
633,Medical Incident,37.7836739524,-122.4150729808
634,Medical Incident,37.752197646599996,-122.39747771100001
635,Medical Incident,37.7795310847,-122.41354254870001
636,Medical Incident,37.7625883973,-122.43253133969999
637,Medical Incident,37.7701631246,-122.4461503772
638,Medical Incident,37.7740948567,-122.42000143700001
639,Medical Incident,37.7814966331,-122.41631454290001
640,Medical Incident,37.7348550481,-122.37948693700001
641,Medical Incident,37.7481725477,-122.458695034
642,Medical Incident,37.7905782583,-122.42068738309999
643,Medical Incident,37.720947130300004,-122.45316541940001
644,Medical Incident,37.7709133373,-122.4203049943
645,Medical Incident,37.7650513382,-122.41966897389999
646,Medical Incident,37.7329556348,-122.38759080610001
648,Medical Incident,37.7731448012,-122.3914729341
649,Medical Incident,37.777083464200004,-122.4169793264
650,Medical Incident,37.784807388699996,-122.4136154383
651,Medical Incident,37.7879630908,-122.40349177639999
652,Medical Incident,37.7650513382,-122.41966897389999
655,Medical Incident,37.7787422074,-122.43046347020001
656,Medical Incident,37.7854812046,-122.421203512
657,Medical Incident,37.7905318058,-122.4039142208
660,Medical Incident,37.7851251468,-122.4049659609
661,Medical Incident,37.7825850333,-122.4156938721
662,Medical Incident,37.7915456905,-122.420036605
663,Medical Incident,37.7992048615,-122.4401324648
664,Medical Incident,37.7851251468,-122.4049659609
666,Medical Incident,37.7778281589,-122.4249247268
669,Medical Incident,37.777624238899996,-122.3999811112
671,Medical Incident,37.7320921388,-122.390802704
672,Medical Incident,37.7511714346,-122.3973797703
673,Medical Incident,37.7859419707,-122.4080127303
676,Medical Incident,37.7620811129,-122.4683210041
678,Medical Incident,37.7917535171,-122.4224337028
679,Medical Incident,37.7709133373,-122.4203049943
680,Medical Incident,37.786729744,-122.4131614445
681,Medical Incident,37.7819139744,-122.413032194
683,Medical Incident,37.790282741300004,-122.4340467759
684,Medical Incident,37.778446046,-122.4995914349
686,Medical Incident,37.7218458574,-122.4561414785
688,Medical Incident,37.774041344000004,-122.42318803219999
689,Medical Incident,37.7492100327,-122.4162417941
690,Medical Incident,37.7089352174,-122.4270134964
691,Medical Incident,37.7782410907,-122.41118480989999
692,Medical Incident,37.7830194046,-122.4638917657
693,Medical Incident,37.7730534532,-122.4186182175
694,Medical Incident,37.7861172118,-122.4198542457
696,Medical Incident,37.8062749296,-122.4230092446
697,Medical Incident,37.7209451616,-122.47827820629999
701,Medical Incident,37.7819139744,-122.413032194
702,Medical Incident,37.7880821863,-122.410056931
703,Medical Incident,37.7296708214,-122.3734405009
704,Medical Incident,37.7969551635,-122.3989082133
705,Medical Incident,37.7786578549,-122.4165803447
707,Medical Incident,37.756096396,-122.4277833599
708,Medical Incident,37.7962551165,-122.40841039370001
710,Medical Incident,37.7781478332,-122.4862064059
711,Medical Incident,37.7815739714,-122.45542879530001
713,Medical Incident,37.7701631246,-122.4461503772
714,Medical Incident,37.790282741300004,-122.4340467759
715,Medical Incident,37.755217951700004,-122.47554039049999
716,Medical Incident,37.7793825808,-122.4184843723
717,Medical Incident,37.7816051273,-122.4163362518
718,Medical Incident,37.778293562600005,-122.502945689
719,Medical Incident,37.7861010388,-122.4180880988
720,Medical Incident,37.7348550481,-122.37948693700001
722,Medical Incident,37.7850811743,-122.4064977678
723,Medical Incident,37.784916184400004,-122.41195004219999
726,Medical Incident,37.7843455365,-122.40778514610001
727,Medical Incident,37.7800859439,-122.3975017342
730,Medical Incident,37.7696796386,-122.4499420408
731,Medical Incident,37.7806621042,-122.4228979244
732,Medical Incident,37.7862684417,-122.41299723590001
733,Medical Incident,37.7752938844,-122.418894369
734,Medical Incident,37.7091138555,-122.4318301442
735,Medical Incident,37.7636087618,-122.47605437790001
737,Medical Incident,37.785977476199996,-122.4053593718
739,Medical Incident,37.746697670100005,-122.4350603699
740,Medical Incident,37.752239455,-122.41844527290002
741,Medical Incident,37.7868986775,-122.3887794372
742,Medical Incident,37.767002028600004,-122.4221581104
745,Medical Incident,37.746697670100005,-122.4350603699
746,Medical Incident,37.7089352174,-122.4270134964
748,Medical Incident,37.7701631246,-122.4461503772
750,Medical Incident,37.7734563329,-122.421591111
752,Medical Incident,37.7700546615,-122.4461284313
753,Medical Incident,37.7873819796,-122.39647798120001
755,Medical Incident,37.787755918,-122.40097535379999
758,Medical Incident,37.7801303745,-122.4098714499
761,Medical Incident,37.784807388699996,-122.4136154383
762,Medical Incident,37.780971182399995,-122.408708675
763,Medical Incident,37.7088536077,-122.4051094551
766,Medical Incident,37.7806691632,-122.4016780456
767,Medical Incident,37.7734563329,-122.421591111
769,Medical Incident,37.7770920708,-122.4292127759
770,Medical Incident,37.7606006239,-122.39737932620001
773,Medical Incident,37.785942726500004,-122.4189025576
774,Medical Incident,37.7759261336,-122.4245790824
775,Medical Incident,37.7880821863,-122.410056931
776,Medical Incident,37.802827698200005,-122.41303433680001
777,Medical Incident,37.786729744,-122.4131614445
780,Medical Incident,37.7572324112,-122.41562619850001
781,Medical Incident,37.7849777439,-122.4596976218
783,Medical Incident,37.7818654473,-122.41428534639999
785,Medical Incident,37.7367296796,-122.4248503884
786,Medical Incident,37.7337140341,-122.3805885469
787,Medical Incident,37.7603317586,-122.5092120814
789,Medical Incident,37.7977792275,-122.4078279843
790,Medical Incident,37.7636087618,-122.47605437790001
791,Medical Incident,37.7702730914,-122.44860504809999
792,Medical Incident,37.7461629495,-122.3940489408
793,Medical Incident,37.7881263034,-122.417657214
794,Medical Incident,37.7618724656,-122.4942741687
797,Medical Incident,37.7759261336,-122.4245790824
799,Medical Incident,37.7546409372,-122.41860177950001
800,Medical Incident,37.7642910155,-122.4186894167
801,Medical Incident,37.7807920803,-122.4083857455
802,Medical Incident,37.7801303745,-122.4098714499
804,Medical Incident,37.777624238899996,-122.3999811112
807,Medical Incident,37.749533534,-122.47714935190001
808,Medical Incident,37.7815739714,-122.45542879530001
809,Medical Incident,37.7905782583,-122.42068738309999
811,Medical Incident,37.7889450363,-122.4262522617
814,Medical Incident,37.793420180300004,-122.40938868299999
815,Medical Incident,37.7643732097,-122.41747849149999
816,Medical Incident,37.7818654473,-122.41428534639999
818,Medical Incident,37.7233590978,-122.40190248959999
820,Medical Incident,37.7945266519,-122.4113640455
821,Medical Incident,37.7296708214,-122.3734405009
823,Medical Incident,37.7521023706,-122.4406650464
824,Medical Incident,37.7218458574,-122.4561414785
825,Medical Incident,37.7558415592,-122.4017799314
827,Medical Incident,37.7499757964,-122.4159621551
829,Medical Incident,37.7806621042,-122.4228979244
830,Medical Incident,37.7905318058,-122.4039142208
831,Medical Incident,37.7572324112,-122.41562619850001
832,Medical Incident,37.7839914858,-122.4080665478
833,Medical Incident,37.7408461318,-122.427696841
835,Medical Incident,37.7814739416,-122.42068958120001
837,Medical Incident,37.782448498200004,-122.41632744180001
839,Medical Incident,37.7383172639,-122.4995333735
840,Medical Incident,37.7826355124,-122.4148628273
841,Medical Incident,37.789177362800004,-122.42226297139999
844,Medical Incident,37.7481725477,-122.458695034
845,Medical Incident,37.7627510851,-122.4042462342
846,Medical Incident,37.7780577935,-122.4400517941
847,Medical Incident,37.7774938436,-122.41629170280001
849,Medical Incident,37.7281450833,-122.4564367361
850,Medical Incident,37.7849108848,-122.4995145655
853,Medical Incident,37.7843455365,-122.40778514610001
854,Medical Incident,37.782448498200004,-122.41632744180001
855,Medical Incident,37.7613401384,-122.46390786549999
856,Medical Incident,37.7688607878,-122.3953960366
858,Medical Incident,37.7784373668,-122.41906982200001
861,Medical Incident,37.7340138741,-122.3909678903
862,Medical Incident,37.7821103331,-122.4031964367
863,Medical Incident,37.7720751846,-122.4087468297
864,Medical Incident,37.761387051599996,-122.46283787629999
865,Medical Incident,37.793184600100005,-122.394772479
866,Medical Incident,37.75730761,-122.4066198027
