,call_type,unit_type,latitude,longitude
3707,Alarms,CHIEF,37.7921242439,-122.42352828959999
8362,Alarms,CHIEF,37.7914523627,-122.4065433001
8369,Alarms,ENGINE,37.7887066123,-122.3990102076
3717,Alarms,TRUCK,37.7817609081,-122.415105135
3689,Alarms,CHIEF,37.7980228452,-122.4058632126
8460,Alarms,TRUCK,37.7497416992,-122.4073956275
3780,Alarms,TRUCK,37.7459562954,-122.4542399076
8468,Alarms,TRUCK,37.7828450345,-122.4132217667
5950,Alarms,CHIEF,37.779619239,-122.4310815684
1377,Alarms,ENGINE,37.7106489932,-122.4124688013
1376,Alarms,ENGINE,37.7753725574,-122.48432420799999
1375,Alarms,CHIEF,37.7842816169,-122.40461464719999
1372,Alarms,TRUCK,37.7753725574,-122.48432420799999
1365,Alarms,CHIEF,37.8054460529,-122.4228419094
5939,Alarms,CHIEF,37.7446252316,-122.4103456013
3849,Alarms,TRUCK,37.7632907519,-122.46203463719999
3850,Alarms,ENGINE,37.7851111082,-122.4145920383
5951,Alarms,TRUCK,37.7806168447,-122.4165622543
8569,Alarms,ENGINE,37.7849108848,-122.4995145655
8571,Alarms,TRUCK,37.764993728,-122.4439518049
5927,Alarms,CHIEF,37.7806168447,-122.4165622543
1343,Alarms,CHIEF,37.777083464200004,-122.4169793264
8590,Alarms,TRUCK,37.7904750362,-122.390556046
1333,Alarms,CHIEF,37.7833590027,-122.416694944
1330,Alarms,ENGINE,37.7679576263,-122.40374766149999
3872,Alarms,TRUCK,37.718722285700004,-122.389118325
1323,Alarms,TRUCK,37.7828450345,-122.4132217667
3878,Alarms,CHIEF,37.7753529597,-122.42934454450001
8570,Alarms,CHIEF,37.7580927746,-122.41468474540001
3829,Alarms,ENGINE,37.7911188031,-122.4167580058
1385,Alarms,CHIEF,37.7675044596,-122.4289485676
5956,Alarms,CHIEF,37.784091036199996,-122.41178436950001
3788,Alarms,CHIEF,37.7817609081,-122.415105135
8475,Alarms,CHIEF,37.7543085854,-122.4241440174
8477,Alarms,CHIEF,37.7826355124,-122.4148628273
1436,Alarms,ENGINE,37.7822906197,-122.4401194563
5999,Alarms,CHIEF,37.7734664897,-122.4135469042
8490,Alarms,TRUCK,37.7834768404,-122.4124351407
8493,Alarms,ENGINE,37.728815567699996,-122.3803270134
1421,Alarms,CHIEF,37.7753725574,-122.48432420799999
5989,Alarms,CHIEF,37.7379604483,-122.44632163840001
3807,Alarms,ENGINE,37.7632907519,-122.46203463719999
1411,Alarms,ENGINE,37.7801242878,-122.44589358120001
5982,Alarms,ENGINE,37.779619239,-122.4310815684
5978,Alarms,TRUCK,37.7218642112,-122.4429940702
3816,Alarms,TRUCK,37.7831634271,-122.4115992789
8523,Alarms,CHIEF,37.7857367879,-122.3891243644
1400,Alarms,CHIEF,37.7825569563,-122.4163494282
5970,Alarms,TRUCK,37.784091036199996,-122.41178436950001
8528,Alarms,ENGINE,37.8031013193,-122.4143431928
8529,Alarms,TRUCK,37.7543085854,-122.4241440174
5965,Alarms,TRUCK,37.745566707100004,-122.4511557278
5961,Alarms,TRUCK,37.7767190508,-122.458611722
8303,Alarms,ENGINE,37.7882419233,-122.4092402184
1318,Alarms,CHIEF,37.7886352752,-122.4169903426
6139,Alarms,TRUCK,37.718722285700004,-122.389118325
1607,Alarms,TRUCK,37.8222647104,-122.3680441341
8141,Alarms,CHIEF,37.7442928065,-122.43909157899999
1762,Alarms,CHIEF,37.7700629447,-122.45024394049999
3565,Alarms,ENGINE,37.783167663899995,-122.39782549530001
8145,Alarms,ENGINE,37.7953737061,-122.4082345385
1754,Alarms,TRUCK,37.7474217897,-122.4248810747
1753,Alarms,TRUCK,37.7497020111,-122.4204993342
6240,Alarms,ENGINE,37.7914675529,-122.4132730801
1750,Alarms,ENGINE,37.7869521631,-122.44107182280001
8151,Alarms,CHIEF,37.7900697671,-122.40017317569999
8140,Alarms,CHIEF,37.8003670398,-122.40171077129999
6232,Alarms,CHIEF,37.778154438499996,-122.446874815
8161,Alarms,CHIEF,37.7812064711,-122.5036275123
1738,Alarms,TRUCK,37.7511571597,-122.44396837149999
8167,Alarms,CHIEF,37.7974647217,-122.4146678321
8168,Alarms,CHIEF,37.7527125371,-122.4095929121
1735,Alarms,TRUCK,37.7617420538,-122.4484553609
1734,Alarms,ENGINE,37.7791674219,-122.40634642559999
3580,Alarms,CHIEF,37.7788798213,-122.43356996360001
3582,Alarms,ENGINE,37.7788798213,-122.43356996360001
3583,Alarms,TRUCK,37.7783718576,-122.4342408374
8159,Alarms,TRUCK,37.7527125371,-122.4095929121
1721,Alarms,TRUCK,37.769637599999996,-122.4376111774
3563,Alarms,TRUCK,37.7454374721,-122.4368460103
3561,Alarms,CHIEF,37.7688930096,-122.42438060559999
3526,Alarms,ENGINE,37.7831634271,-122.4115992789
1812,Alarms,CHIEF,37.7236442721,-122.4545988592
6281,Alarms,CHIEF,37.7107646901,-122.39079280520001
3532,Alarms,CHIEF,37.7454374721,-122.4368460103
1805,Alarms,TRUCK,37.717513468,-122.4805945745
6276,Alarms,CHIEF,37.7218642112,-122.4429940702
1803,Alarms,CHIEF,37.73673251,-122.3805665589
6272,Alarms,ENGINE,37.7379604483,-122.44632163840001
3538,Alarms,ENGINE,37.783260386100004,-122.4183661542
8138,Alarms,ENGINE,37.7974647217,-122.4146678321
1796,Alarms,CHIEF,37.719145679099995,-122.44563492110001
8108,Alarms,ENGINE,37.710217410700004,-122.46695479450001
8110,Alarms,TRUCK,37.7642910155,-122.4186894167
6261,Alarms,CHIEF,37.7969760062,-122.4036809153
6258,Alarms,ENGINE,37.7734664897,-122.4135469042
8118,Alarms,ENGINE,37.7745856548,-122.4628133551
8130,Alarms,TRUCK,37.7840683016,-122.4602724965
1771,Alarms,CHIEF,37.7813778206,-122.4331620455
8134,Alarms,TRUCK,37.780445711700004,-122.4329734429
6245,Alarms,CHIEF,37.7914675529,-122.4132730801
8106,Alarms,CHIEF,37.7745856548,-122.4628133551
1719,Alarms,TRUCK,37.710155602600004,-122.412604289
3589,Alarms,ENGINE,37.7459562954,-122.4542399076
8184,Alarms,TRUCK,37.7915412094,-122.4485122967
8243,Alarms,ENGINE,37.7570337297,-122.476758437
3627,Alarms,TRUCK,37.7878246694,-122.3970324365
1658,Alarms,ENGINE,37.7675044596,-122.4289485676
1653,Alarms,ENGINE,37.777083464200004,-122.4169793264
8255,Alarms,RESCUE CAPTAIN,37.7812064711,-122.5036275123
6173,Alarms,ENGINE,37.718722285700004,-122.389118325
1650,Alarms,TRUCK,37.7632437604,-122.463106079
1648,Alarms,TRUCK,37.760410698499996,-122.4463434725
8261,Alarms,ENGINE,37.792515445999996,-122.40919800260001
3623,Alarms,CHIEF,37.783167663899995,-122.39782549530001
8264,Alarms,ENGINE,37.7915412094,-122.4485122967
8267,Alarms,CHIEF,37.7911511887,-122.4343618671
1639,Alarms,TRUCK,37.7825569563,-122.4163494282
1638,Alarms,CHIEF,37.7801242878,-122.44589358120001
8269,Alarms,TRUCK,37.7860371624,-122.4062128782
8277,Alarms,ENGINE,37.7442928065,-122.43909157899999
3649,Alarms,ENGINE,37.7834768404,-122.4124351407
6156,Alarms,TRUCK,37.7107646901,-122.39079280520001
1619,Alarms,ENGINE,37.7825569563,-122.4163494282
1618,Alarms,CHIEF,37.7738827775,-122.4427281702
8266,Alarms,TRUCK,37.7812064711,-122.5036275123
3622,Alarms,CHIEF,37.782448498200004,-122.41632744180001
1670,Alarms,ENGINE,37.8054460529,-122.4228419094
8236,Alarms,TRUCK,37.7500995811,-122.43389883100001
8189,Alarms,ENGINE,37.780445711700004,-122.4329734429
8192,Alarms,TRUCK,37.7953737061,-122.4082345385
1710,Alarms,CHIEF,37.7869521631,-122.44107182280001
3594,Alarms,TRUCK,37.7783718576,-122.4342408374
6211,Alarms,ENGINE,37.7969760062,-122.4036809153
6210,Alarms,TRUCK,37.779619239,-122.4310815684
8199,Alarms,ENGINE,37.7900697671,-122.40017317569999
1702,Alarms,ENGINE,37.7868117506,-122.40284972020001
1701,Alarms,TRUCK,37.7834768404,-122.4124351407
6206,Alarms,TRUCK,37.785685802399996,-122.4213933078
8201,Alarms,CHIEF,37.8003670398,-122.40171077129999
3602,Alarms,CHIEF,37.7911188031,-122.4167580058
3603,Alarms,TRUCK,37.784807388699996,-122.4136154383
3607,Alarms,CHIEF,37.7831634271,-122.4115992789
8217,Alarms,ENGINE,37.768462245900004,-122.4312048785
1684,Alarms,TRUCK,37.7825224183,-122.42327443100001
1683,Alarms,TRUCK,37.7738827775,-122.4427281702
8224,Alarms,CHIEF,37.7915412094,-122.4485122967
6193,Alarms,CHIEF,37.785685802399996,-122.4213933078
8232,Alarms,CHIEF,37.7953737061,-122.4082345385
3619,Alarms,TRUCK,37.784091036199996,-122.41178436950001
1604,Alarms,TRUCK,37.8054460529,-122.4228419094
5902,Alarms,ENGINE,37.784091036199996,-122.41178436950001
3883,Alarms,TRUCK,37.7911188031,-122.4167580058
1314,Alarms,CHIEF,37.760410698499996,-122.4463434725
9004,Alarms,TRUCK,37.7849108848,-122.4995145655
5612,Alarms,ENGINE,37.7780365108,-122.4154291009
5611,Alarms,CHIEF,37.7787978873,-122.42252070219999
4154,Alarms,TRUCK,37.786973316,-122.425845943
943,Alarms,CHIEF,37.7822906197,-122.4401194563
9018,Alarms,TRUCK,37.7893703539,-122.41453918239999
9021,Alarms,ENGINE,37.7758548588,-122.445614415
5603,Alarms,CHIEF,37.783263687,-122.4070511905
9024,Alarms,TRUCK,37.736962342800005,-122.41255341829999
9002,Alarms,ENGINE,37.7497416992,-122.4073956275
9025,Alarms,ENGINE,37.7834768404,-122.4124351407
5595,Alarms,CHIEF,37.7880205485,-122.42606156129999
925,Alarms,CHIEF,37.7890011524,-122.4011429398
4172,Alarms,ENGINE,37.786566734299996,-122.4072283818
5591,Alarms,TRUCK,37.786912692399994,-122.4097562235
4176,Alarms,CHIEF,37.7918843298,-122.409983572
912,Alarms,CHIEF,37.7825224183,-122.42327443100001
5581,Alarms,ENGINE,37.756857058,-122.40850627110001
9055,Alarms,CHIEF,37.7495570094,-122.4295304009
4187,Alarms,CHIEF,37.7940625557,-122.4083227882
5600,Alarms,TRUCK,37.798713995199996,-122.4096183311
901,Alarms,ENGINE,37.7833590027,-122.416694944
956,Alarms,ENGINE,37.760410698499996,-122.4463434725
5620,Alarms,TRUCK,37.783263687,-122.4070511905
1014,Alarms,CHIEF,37.7753725574,-122.48432420799999
5657,Alarms,CHIEF,37.7733890023,-122.41364500280001
1011,Alarms,CHIEF,37.7828450345,-122.4132217667
8944,Alarms,ENGINE,37.7889450363,-122.4262522617
8945,Alarms,ENGINE,37.7857367879,-122.3891243644
8948,Alarms,CHIEF,37.7857367879,-122.3891243644
8955,Alarms,CHIEF,37.7758548588,-122.445614415
8960,Alarms,CHIEF,37.7646500973,-122.45190218479999
992,Alarms,ENGINE,37.778639592,-122.41012084100001
957,Alarms,TRUCK,37.7857402819,-122.4138042679
5638,Alarms,TRUCK,37.756857058,-122.40850627110001
4128,Alarms,CHIEF,37.7632907519,-122.46203463719999
982,Alarms,CHIEF,37.7632437604,-122.463106079
8977,Alarms,TRUCK,37.7661259455,-122.42207304889999
4134,Alarms,TRUCK,37.7831634271,-122.4115992789
4135,Alarms,ENGINE,37.7753529597,-122.42934454450001
973,Alarms,TRUCK,37.778639592,-122.41012084100001
8989,Alarms,TRUCK,37.7893703539,-122.41453918239999
8990,Alarms,ENGINE,37.7646500973,-122.45190218479999
5625,Alarms,TRUCK,37.76410441,-122.4218779741
4127,Alarms,ENGINE,37.7753529597,-122.42934454450001
5576,Alarms,CHIEF,37.7826425027,-122.4078326793
897,Alarms,TRUCK,37.7822906197,-122.4401194563
9064,Alarms,CHIEF,37.7893703539,-122.41453918239999
828,Alarms,ENGINE,37.789354072100004,-122.40003235969999
4238,Alarms,TRUCK,37.8044382972,-122.41160547610001
826,Alarms,CHIEF,37.7741617053,-122.4891390036
9138,Alarms,CHIEF,37.736962342800005,-122.41255341829999
4240,Alarms,ENGINE,37.7823404681,-122.4037719167
4241,Alarms,ENGINE,37.783838518,-122.41377551209999
5531,Alarms,TRUCK,37.723805207699996,-122.4733271322
817,Alarms,ENGINE,37.7842056749,-122.4076127318
5523,Alarms,TRUCK,37.7649491078,-122.4432024674
4237,Alarms,CHIEF,37.7919873998,-122.3977335533
810,Alarms,CHIEF,37.8071199236,-122.41642787209999
5519,Alarms,TRUCK,37.789580382800004,-122.4128911568
803,Alarms,CHIEF,37.7873040053,-122.39638047790001
5517,Alarms,ENGINE,37.7567570919,-122.4830288757
9162,Alarms,CHIEF,37.736654589400004,-122.42231517379999
9165,Alarms,ENGINE,37.7258516222,-122.4027857406
9168,Alarms,CHIEF,37.800666721199995,-122.44120448940001
4265,Alarms,TRUCK,37.7495954457,-122.39967876809999
788,Alarms,CHIEF,37.7568901706,-122.4222293055
9175,Alarms,TRUCK,37.7495570094,-122.4295304009
9154,Alarms,ENGINE,37.7893703539,-122.41453918239999
834,Alarms,TRUCK,37.787764099,-122.4099253284
4232,Alarms,ENGINE,37.7950840598,-122.4073868893
836,Alarms,TRUCK,37.770103826799996,-122.3910433961
9066,Alarms,ENGINE,37.763627228699995,-122.38972339
9067,Alarms,ENGINE,37.7580927746,-122.41468474540001
9074,Alarms,TRUCK,37.784181763,-122.41440422069999
9075,Alarms,ENGINE,37.7904750362,-122.390556046
9077,Alarms,TRUCK,37.7857367879,-122.3891243644
4200,Alarms,CHIEF,37.771114344299995,-122.39036821260001
5564,Alarms,TRUCK,37.7614131281,-122.42722053370001
9085,Alarms,TRUCK,37.800666721199995,-122.44120448940001
873,Alarms,TRUCK,37.7106489932,-122.4124688013
869,Alarms,ENGINE,37.7632437604,-122.463106079
4210,Alarms,ENGINE,37.7862684417,-122.41299723590001
4213,Alarms,ENGINE,37.771114344299995,-122.39036821260001
4215,Alarms,TRUCK,37.771114344299995,-122.39036821260001
9098,Alarms,ENGINE,37.736962342800005,-122.41255341829999
9099,Alarms,TRUCK,37.7646500973,-122.45190218479999
9104,Alarms,TRUCK,37.7889450363,-122.4262522617
4220,Alarms,TRUCK,37.798713995199996,-122.4096183311
851,Alarms,TRUCK,37.7752362231,-122.41440629479999
4225,Alarms,CHIEF,37.7862684417,-122.41299723590001
9124,Alarms,CHIEF,37.7828450345,-122.4132217667
9128,Alarms,ENGINE,37.800666721199995,-122.44120448940001
4107,Alarms,TRUCK,37.7921242439,-122.42352828959999
5661,Alarms,CHIEF,37.789580382800004,-122.4128911568
5664,Alarms,CHIEF,37.723805207699996,-122.4733271322
5666,Alarms,TRUCK,37.783789296900004,-122.4092663073
8701,Alarms,ENGINE,37.7828450345,-122.4132217667
8702,Alarms,CHIEF,37.7957194378,-122.4158182673
3946,Alarms,ENGINE,37.7817609081,-122.415105135
1227,Alarms,TRUCK,37.7728829828,-122.39227179209999
8704,Alarms,CHIEF,37.7661259455,-122.42207304889999
8711,Alarms,CHIEF,37.763627228699995,-122.38972339
1220,Alarms,ENGINE,37.7825224183,-122.42327443100001
3957,Alarms,ENGINE,37.7921242439,-122.42352828959999
5813,Alarms,ENGINE,37.797178599,-122.4101445636
8699,Alarms,CHIEF,37.7843212349,-122.38904057370002
5805,Alarms,ENGINE,37.797178599,-122.4101445636
1202,Alarms,TRUCK,37.777083464200004,-122.4169793264
1199,Alarms,TRUCK,37.7801242878,-122.44589358120001
3971,Alarms,ENGINE,37.784091036199996,-122.41178436950001
1194,Alarms,TRUCK,37.7918853863,-122.3933412235
8745,Alarms,TRUCK,37.736654589400004,-122.42231517379999
1186,Alarms,TRUCK,37.7358508297,-122.5030619598
8746,Alarms,ENGINE,37.764993728,-122.4439518049
3983,Alarms,TRUCK,37.7788798213,-122.43356996360001
8755,Alarms,ENGINE,37.7495570094,-122.4295304009
1203,Alarms,CHIEF,37.8222647104,-122.3680441341
5826,Alarms,CHIEF,37.7780365108,-122.4154291009
8694,Alarms,ENGINE,37.7826355124,-122.4148628273
3938,Alarms,ENGINE,37.7570337297,-122.476758437
5898,Alarms,TRUCK,37.7806168447,-122.4165622543
1308,Alarms,ENGINE,37.7133177844,-122.4728758613
8614,Alarms,CHIEF,37.7497416992,-122.4073956275
1304,Alarms,CHIEF,37.7857402819,-122.4138042679
1301,Alarms,CHIEF,37.7918853863,-122.3933412235
8623,Alarms,CHIEF,37.784181763,-122.41440422069999
1293,Alarms,TRUCK,37.7675044596,-122.4289485676
8628,Alarms,CHIEF,37.728815567699996,-122.3803270134
5884,Alarms,CHIEF,37.7767190508,-122.458611722
3899,Alarms,ENGINE,37.7783718576,-122.4342408374
1286,Alarms,ENGINE,37.7857402819,-122.4138042679
1277,Alarms,CHIEF,37.7752362231,-122.41440629479999
5852,Alarms,CHIEF,37.786912692399994,-122.4097562235
3922,Alarms,TRUCK,37.7870654664,-122.4131598167
8662,Alarms,CHIEF,37.7849108848,-122.4995145655
5843,Alarms,ENGINE,37.7864795346,-122.404724351
8673,Alarms,ENGINE,37.7957194378,-122.4158182673
1249,Alarms,CHIEF,37.778639592,-122.41012084100001
3934,Alarms,ENGINE,37.7688930096,-122.42438060559999
3936,Alarms,CHIEF,37.7783718576,-122.4342408374
1242,Alarms,CHIEF,37.7728829828,-122.39227179209999
1175,Alarms,CHIEF,37.7679576263,-122.40374766149999
8081,Alarms,TRUCK,37.7863072236,-122.4052948452
8765,Alarms,ENGINE,37.7857367879,-122.3891243644
1169,Alarms,TRUCK,37.7842816169,-122.40461464719999
8868,Alarms,TRUCK,37.8031013193,-122.4143431928
8869,Alarms,CHIEF,37.764993728,-122.4439518049
4068,Alarms,CHIEF,37.7459562954,-122.4542399076
8886,Alarms,TRUCK,37.7758548588,-122.445614415
8887,Alarms,TRUCK,37.7857367879,-122.3891243644
5691,Alarms,TRUCK,37.797178599,-122.4101445636
5690,Alarms,CHIEF,37.756857058,-122.40850627110001
5689,Alarms,ENGINE,37.7649491078,-122.4432024674
5687,Alarms,CHIEF,37.7614131281,-122.42722053370001
5710,Alarms,ENGINE,37.7986237777,-122.46063469020001
8898,Alarms,ENGINE,37.736654589400004,-122.42231517379999
4085,Alarms,CHIEF,37.7831634271,-122.4115992789
5683,Alarms,CHIEF,37.7796475431,-122.41138596260001
8907,Alarms,ENGINE,37.7661259455,-122.42207304889999
5677,Alarms,ENGINE,37.7826425027,-122.4078326793
5675,Alarms,CHIEF,37.770787682199995,-122.4004625668
1036,Alarms,TRUCK,37.7890011524,-122.4011429398
5674,Alarms,TRUCK,37.7796475431,-122.41138596260001
8919,Alarms,CHIEF,37.7889450363,-122.4262522617
8923,Alarms,CHIEF,37.7258516222,-122.4027857406
5686,Alarms,ENGINE,37.718722285700004,-122.389118325
8862,Alarms,TRUCK,37.7759935455,-122.4303873232
8860,Alarms,TRUCK,37.7258516222,-122.4027857406
8856,Alarms,CHIEF,37.7759935455,-122.4303873232
1162,Alarms,ENGINE,37.8222647104,-122.3680441341
8774,Alarms,CHIEF,37.7758548588,-122.445614415
5773,Alarms,ENGINE,37.783263687,-122.4070511905
5760,Alarms,ENGINE,37.7986237777,-122.46063469020001
5759,Alarms,ENGINE,37.7223883271,-122.42778194809999
8799,Alarms,TRUCK,37.7843212349,-122.38904057370002
4016,Alarms,CHIEF,37.786566734299996,-122.4072283818
1137,Alarms,TRUCK,37.7833590027,-122.416694944
5745,Alarms,ENGINE,37.786912692399994,-122.4097562235
4022,Alarms,ENGINE,37.7918843298,-122.409983572
8809,Alarms,TRUCK,37.7957194378,-122.4158182673
5743,Alarms,ENGINE,37.7938033883,-122.43904172129999
1125,Alarms,ENGINE,37.7728829828,-122.39227179209999
8816,Alarms,CHIEF,37.8031013193,-122.4143431928
8820,Alarms,ENGINE,37.784181763,-122.41440422069999
5736,Alarms,TRUCK,37.7121495088,-122.4171412257
1112,Alarms,ENGINE,37.7752362231,-122.41440629479999
8829,Alarms,ENGINE,37.7543085854,-122.4241440174
5729,Alarms,ENGINE,37.7863072236,-122.4052948452
8847,Alarms,CHIEF,37.7834768404,-122.4124351407
8849,Alarms,TRUCK,37.7826355124,-122.4148628273
1171,Alarms,ENGINE,37.7190118677,-122.48045074950001
8080,Alarms,CHIEF,37.7977792275,-122.4078279837
8079,Alarms,ENGINE,37.725841089,-122.4788651042
8077,Alarms,TRUCK,37.725841089,-122.4788651042
2508,Alarms,TRUCK,37.73673251,-122.3805665589
6785,Alarms,CHIEF,37.7985818636,-122.4760377653
2501,Alarms,ENGINE,37.7877559111,-122.39070075389999
7369,Alarms,ENGINE,37.7641898783,-122.4204377043
7370,Alarms,ENGINE,37.7910493415,-122.44528660030001
6780,Alarms,ENGINE,37.7912883093,-122.43010298809999
2496,Alarms,TRUCK,37.7868117506,-122.40284972020001
6775,Alarms,ENGINE,37.7808662106,-122.42880323799999
2491,Alarms,CHIEF,37.7865888591,-122.4016922926
3038,Alarms,ENGINE,37.7940071082,-122.433249659
7380,Alarms,TRUCK,37.726151743,-122.39555385879999
2486,Alarms,ENGINE,37.7896024889,-122.3974711898
7385,Alarms,ENGINE,37.7824684162,-122.44859058860001
6772,Alarms,ENGINE,37.7459562954,-122.4542399076
2481,Alarms,CHIEF,37.717513468,-122.4805945745
7391,Alarms,TRUCK,37.7757145344,-122.4768281158
7393,Alarms,CHIEF,37.7388214327,-122.48560378100001
7396,Alarms,ENGINE,37.7664544117,-122.3973856982
7406,Alarms,ENGINE,37.7711351327,-122.4268068773
2466,Alarms,CHIEF,37.7155450528,-122.47362991969999
2488,Alarms,TRUCK,37.7896024889,-122.3974711898
7412,Alarms,ENGINE,37.7388214327,-122.48560378100001
3037,Alarms,CHIEF,37.7951006528,-122.40484784790002
2515,Alarms,CHIEF,37.7812876871,-122.4113180554
2988,Alarms,CHIEF,37.7938853057,-122.4128518274
7283,Alarms,ENGINE,37.7983839597,-122.4183554775
6833,Alarms,CHIEF,37.7892649467,-122.41204908540001
7297,Alarms,CHIEF,37.7757145344,-122.4768281158
3000,Alarms,TRUCK,37.7551739408,-122.4766223732
3002,Alarms,TRUCK,37.789836825900004,-122.40334454479999
6826,Alarms,TRUCK,37.710217410700004,-122.46695479450001
6825,Alarms,ENGINE,37.7825564118,-122.4380318899
3006,Alarms,CHIEF,37.7988360851,-122.4062732495
7355,Alarms,ENGINE,37.7894788173,-122.4145611332
3015,Alarms,ENGINE,37.7356359706,-122.41846588969999
7322,Alarms,ENGINE,37.7946334154,-122.4324650794
3020,Alarms,CHIEF,37.789836825900004,-122.40334454479999
7328,Alarms,TRUCK,37.7912883093,-122.43010298809999
2529,Alarms,ENGINE,37.7951006528,-122.40484784790002
7336,Alarms,CHIEF,37.7891656315,-122.4313628916
2527,Alarms,TRUCK,37.7897614265,-122.4048143711
6807,Alarms,CHIEF,37.7664544117,-122.3973856982
3030,Alarms,TRUCK,37.7940071082,-122.433249659
7346,Alarms,ENGINE,37.7565080013,-122.4065410143
6815,Alarms,CHIEF,37.7946334154,-122.4324650794
7423,Alarms,CHIEF,37.7459562954,-122.4542399076
3074,Alarms,TRUCK,37.7940071082,-122.433249659
7428,Alarms,TRUCK,37.7943459009,-122.4002623919
2391,Alarms,CHIEF,37.7896024889,-122.3974711898
7481,Alarms,CHIEF,37.710217410700004,-122.46695479450001
7484,Alarms,CHIEF,37.7621440348,-122.4215514516
7487,Alarms,CHIEF,37.710217410700004,-122.46695479450001
6699,Alarms,TRUCK,37.7838427739,-122.42276736379999
6698,Alarms,TRUCK,37.7388214327,-122.48560378100001
2375,Alarms,CHIEF,37.7592202976,-122.4633116072
2372,Alarms,TRUCK,37.747999680999996,-122.42082186489999
7502,Alarms,ENGINE,37.7581366017,-122.4488072984
6707,Alarms,CHIEF,37.7883420975,-122.4075754526
6687,Alarms,TRUCK,37.7983839597,-122.4183554775
7509,Alarms,TRUCK,37.7570337297,-122.476758437
7510,Alarms,TRUCK,37.768462245900004,-122.4312048785
2359,Alarms,TRUCK,37.7236442721,-122.4545988592
6679,Alarms,TRUCK,37.751954442199995,-122.4222319034
7519,Alarms,ENGINE,37.7911511887,-122.4343618671
7520,Alarms,TRUCK,37.7974647217,-122.4146678321
6677,Alarms,ENGINE,37.7868893006,-122.4492823634
6675,Alarms,TRUCK,37.7459562954,-122.4542399076
6672,Alarms,CHIEF,37.7943459009,-122.4002623919
3130,Alarms,CHIEF,37.7829534931,-122.41324374870001
3108,Alarms,CHIEF,37.7356359706,-122.41846588969999
7473,Alarms,ENGINE,37.7807577537,-122.4913020547
6712,Alarms,TRUCK,37.7894926602,-122.410269519
7430,Alarms,TRUCK,37.7868893006,-122.4492823634
2447,Alarms,TRUCK,37.7865888591,-122.4016922926
6739,Alarms,TRUCK,37.7808662106,-122.42880323799999
7432,Alarms,ENGINE,37.7883420975,-122.4075754526
2444,Alarms,ENGINE,37.7812876871,-122.4113180554
7434,Alarms,CHIEF,37.7983839597,-122.4183554775
2441,Alarms,TRUCK,37.7693772648,-122.4295114291
3081,Alarms,TRUCK,37.805391239,-122.4448002008
6734,Alarms,ENGINE,37.7838427739,-122.42276736379999
2433,Alarms,TRUCK,37.7877559111,-122.39070075389999
2432,Alarms,ENGINE,37.7700629447,-122.45024394049999
7445,Alarms,CHIEF,37.7807577537,-122.4913020547
3090,Alarms,CHIEF,37.7271372788,-122.3789689714
2423,Alarms,ENGINE,37.7693772648,-122.4295114291
